Bin	1	5	10	20	30	40	50	60	80	100	200	300	400	500
0	35.29	58.82	58.82	58.82	58.82	58.82	58.82	64.71	64.71	70.59	82.35	88.24	88.24	88.24
1	29.41	47.06	64.71	64.71	64.71	64.71	64.71	64.71	70.59	70.59	76.47	76.47	82.35	88.24
2	17.65	58.82	64.71	70.59	70.59	70.59	70.59	76.47	82.35	82.35	82.35	88.24	88.24	88.24
3	23.53	29.41	41.18	41.18	41.18	41.18	47.06	52.94	52.94	52.94	52.94	64.71	64.71	64.71
4	17.65	23.53	41.18	41.18	41.18	41.18	47.06	47.06	58.82	58.82	58.82	58.82	58.82	58.82
5	35.29	47.06	47.06	52.94	52.94	52.94	58.82	58.82	58.82	58.82	64.71	70.59	70.59	70.59
6	17.65	29.41	29.41	35.29	47.06	47.06	47.06	47.06	47.06	47.06	47.06	47.06	47.06	47.06
7	11.76	29.41	29.41	35.29	35.29	41.18	47.06	47.06	47.06	52.94	58.82	58.82	58.82	64.71
8	11.76	23.53	35.29	35.29	35.29	35.29	35.29	35.29	35.29	35.29	41.18	41.18	41.18	41.18
9	17.65	35.29	41.18	41.18	41.18	41.18	41.18	41.18	41.18	41.18	58.82	58.82	58.82	58.82
