Bin	1	5	10	20	30	40	50	60	80	100	200	300	400	500
0	0.81	0.81	0.81	0.81	2.42	3.23	4.03	4.03	4.03	4.84	12.10	17.74	27.42	31.45
1	0.00	0.00	0.81	2.42	2.42	2.42	2.42	4.03	5.65	8.06	14.52	21.77	24.19	28.23
2	0.00	0.81	1.61	1.61	2.42	2.42	3.23	4.03	4.84	4.84	10.48	15.32	19.35	25.00
3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.42	4.84	6.45	8.06
4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.81	1.61	3.23	5.65	6.45	9.68
5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.81	1.61	4.84	10.48
6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.81	2.42	2.42	5.65
7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.61	1.61	2.42	5.65
8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.81	4.84	7.26	8.87
9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.81	3.23	3.23
