Bin	1	5	10	20	30	40	50	60	80	100	200	300	400	500
0	24.19	27.42	29.03	29.03	29.03	29.03	29.03	29.03	29.03	29.03	29.03	31.45	33.06	33.06
1	16.94	19.35	20.16	20.16	20.97	21.77	21.77	21.77	21.77	21.77	23.39	26.61	27.42	27.42
2	19.35	20.16	20.16	20.16	20.97	20.97	20.97	20.97	20.97	20.97	20.97	25.00	29.03	29.03
3	17.74	20.16	20.16	21.77	21.77	21.77	22.58	23.39	23.39	24.19	25.81	25.81	29.03	29.84
4	12.90	13.71	14.52	15.32	15.32	15.32	15.32	16.13	16.13	16.13	16.13	20.97	23.39	23.39
5	8.87	8.87	9.68	11.29	12.10	12.90	12.90	13.71	13.71	14.52	16.13	18.55	20.97	20.97
6	15.32	16.94	16.94	16.94	16.94	16.94	16.94	16.94	16.94	16.94	17.74	21.77	25.00	25.00
7	10.48	12.10	12.10	12.10	12.10	12.10	12.10	12.10	12.10	12.10	13.71	16.13	18.55	18.55
8	9.68	9.68	10.48	11.29	11.29	12.10	12.90	12.90	13.71	13.71	15.32	19.35	20.97	20.97
9	9.68	12.10	12.10	12.90	12.90	13.71	13.71	13.71	13.71	14.52	15.32	18.55	18.55	18.55
