Bin	1	5	10	20	30	40	50	60	80	100	200	300	400	500
0	1.89	2.83	3.77	6.60	9.91	11.32	12.74	13.68	15.57	17.45	26.89	32.08	34.91	40.09
1	0.94	1.89	2.36	3.77	6.13	8.02	8.49	8.96	10.85	12.74	21.70	26.89	32.08	36.79
2	0.00	0.00	0.00	0.47	1.42	2.36	2.83	2.83	5.19	7.55	13.21	18.87	21.70	25.00
3	0.00	0.00	0.47	1.42	3.30	4.25	4.72	5.19	7.08	8.49	12.26	16.04	17.92	20.75
4	0.00	0.00	0.00	0.47	0.94	0.94	0.94	1.89	2.36	2.36	4.72	8.02	11.32	14.15
5	0.00	1.42	2.36	3.30	3.77	4.25	4.25	4.25	5.66	5.66	8.49	9.91	12.74	14.62
6	0.00	0.00	0.00	0.00	0.47	1.42	1.89	2.36	2.36	3.30	4.72	7.55	12.26	17.45
7	0.00	0.00	0.00	0.47	0.94	0.94	1.42	1.42	2.36	2.83	3.77	7.55	8.02	9.43
8	0.00	0.00	0.94	2.36	2.83	3.30	3.30	3.77	3.77	3.77	6.13	8.02	8.96	10.38
9	0.00	0.00	0.94	1.42	1.89	1.89	2.83	3.30	3.77	3.77	6.13	9.43	12.26	16.51
