+1 | 1:0.446292100721 2:0.0 3:0.0 4:0.00430686246555 11:0.0 13:0.0 14:0.00990099009901 21:0 22:2.10524136448 
-1 | 1:0.0 2:0.888864441335 3:0.0 4:0.00240594080656 11:0.0 13:0.0 14:0.00990099009901 21:0 22:3.58114788429 
-1 | 1:0.0 2:0.888891897656 3:0.0 4:0.00304007369876 11:0.0 13:0.0 14:0.00990099009901 21:0 22:0.973839252989 
-1 | 1:0.20484059584 2:0.0 3:0.0 4:0.00231106414622 11:0.0 13:0.0 14:0.339933993399 21:0 22:0.139128508108 
-1 | 1:0.0 2:0.947683296989 3:0.0 4:0.011747338656 11:0.0 13:0.0 14:0.339933993399 21:0 22:0.0 
+1 | 1:0.0 2:0.857709697227 3:0.0 4:0.335493437639 11:0.0 13:0.0 14:0.00990099009901 21:0 22:6.43408367227 
-1 | 1:0.0 2:0.0 3:0.0 4:0.667332002661 11:0.0 13:0.0 14:0.00990099009901 21:0 22:2.07944154168 
-1 | 1:0.0 2:0.0 3:0.0 4:0.334664005323 11:0.0 13:0.492250762036 14:0.0111051645705 21:0 22:1.11995776112 
-1 | 1:0.0 2:0.0 3:0.0 4:0.667332002661 11:0.0 13:0.0 14:0.00990099009901 21:0 22:5.43744587466 
-1 | 1:0.0 2:0.909172712 3:0.0 4:0.00353817750812 11:0.0 13:0.0 14:0.00990099009901 21:0 22:2.48166786237 
-1 | 1:0.0 2:0.0 3:0.811200942913 4:0.0034010653641 11:0.0 13:0.0 14:1.0 21:0 22:-2.25939204431 
-1 | 1:0.0 2:0.0 3:0.796118832511 4:0.00203989184751 11:0.0 13:0.0 14:1.0 21:0 22:6.02645739923 
-1 | 1:0.199921936904 2:0.0 3:0.0 4:0.0026029366204 11:0.0 13:0.0 14:1.0 21:0 22:4.53743167397 
-1 | 1:0.0 2:0.925161240929 3:0.0 4:0.00813339307779 11:0.0 13:0.0 14:1.0 21:0 22:-0.873097683188 
-1 | 1:0.0 2:0.907057061504 3:0.0 4:0.00204751786749 11:0.0 13:0.0 14:1.0 21:0 22:0.846688286415 
+1 | 1:0.0 2:0.0 3:0.939185891365 4:0.00507599034141 11:0.0 13:0.0 14:0.00990099009901 21:0 22:0.165468519983 
-1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.0 13:0.662964467169 14:0.0542197076851 21:0 22:1.18727137109 
-1 | 1:0.0 2:0.947914847791 3:0.0 4:0.0120833601614 11:0.0 13:0.0 14:0.0177117711771 21:0 22:2.4417136011 
-1 | 1:0.0 2:0.0 3:0.551623286767 4:0.00348120962376 11:0.0 13:0.0 14:0.0732673267327 21:0 22:1.09861228867 
-1 | 1:0.0 2:0.900226545288 3:0.367422952874 4:0.00254464887091 11:0.0 13:0.0 14:0.0742405009732 21:0 22:2.84717870921 
-1 | 1:0.0 2:0.0 3:0.345715214452 4:0.00205688840185 11:0.0 13:0.0 14:0.339933993399 21:0 22:1.18325261149 
-1 | 1:0.330138452119 2:0.0 3:0.0 4:0.00408549292599 11:0.0 13:0.0 14:0.339933993399 21:0 22:1.20624212972 
+1 | 1:0.0 2:0.0 3:0.615645069354 4:0.0020339068698 11:0.0 13:0.0 14:0.043637697103 21:0 22:0.859304361055 
-1 | 1:0.0 2:0.0 3:0.645905314322 4:0.00248807939676 11:0.0 13:0.0 14:0.043637697103 21:0 22:0.301274651362 
-1 | 1:0.0 2:0.0 3:0.613442597712 4:0.0020123352477 11:0.0 13:0.0 14:0.043637697103 21:0 22:0.866393357494 
+1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.0 13:0.447873925761 14:0.0122183550743 21:0 22:0.426185300942 
-1 | 1:0.0898392495599 2:0.0 3:0.0 4:0.00200136280089 11:0.0 13:0.0 14:0.010616724323 21:0 22:1.0443694038 
-1 | 1:0.1220191979 2:0.915965796244 3:0.0 4:0.00295034127369 11:0.0 13:0.0 14:0.010616724323 21:0 22:1.79402879462 
-1 | 1:0.0 2:0.922592110674 3:0.0 4:0.00325745426296 11:0.0 13:0.0 14:0.010616724323 21:0 22:3.25264381732 
-1 | 1:0.0 2:0.924305516062 3:0.0 4:0.00623263277367 11:0.0 13:0.0 14:0.010616724323 21:0 22:1.0443694038 
-1 | 1:0.0 2:0.917355379414 3:0.0 4:0.0031227866847 11:0.0 13:0.0 14:0.0141764176418 21:0 22:0.0 
-1 | 1:0.634112808366 2:0.0 3:0.0 4:0.00688622754491 11:0.0 13:0.0 14:0.0141764176418 21:0 22:-1.05541923998 
-1 | 1:0.409145054166 2:0.0 3:0.0 4:0.00258380482143 11:0.0 13:0.0 14:0.0141764176418 21:0 22:4.53892032329 
-1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.0 13:0.0 14:0.0146214059608 21:0 22:-2.66485715242 
+1 | 1:0.150430860575 2:0.0 3:0.0 4:0.00280559824304 11:0.0 13:0.0 14:1.0 21:0 22:1.31482450149 
+1 | 1:0.187108416026 2:0.89876760187 3:0.0 4:0.00254568996215 11:0.0 13:0.0 14:0.022473675939 21:0 22:1.21876637849 
-1 | 1:0.0 2:0.0 3:0.897186802062 4:0.0158234256125 11:0.0 13:0.0 14:0.022473675939 21:0 22:2.88800070373 
-1 | 1:0.0 2:0.918183063512 3:0.0 4:0.0158234256125 11:0.0 13:0.0 14:0.022473675939 21:0 22:1.60943791243 
+1 | 1:0.0 2:0.887637257949 3:0.0 4:0.00205217271086 11:0.0 13:0.0 14:0.017353348238 21:0 22:0.926960588855 
-1 | 1:0.0 2:0.909100908163 3:0.0 4:0.00326865648548 11:0.0 13:0.0 14:0.017353348238 21:0 22:3.58114788429 
-1 | 1:0.0 2:0.898989986256 3:0.0 4:0.00221719681205 11:0.0 13:0.0 14:0.017353348238 21:0 22:3.35800433298 
-1 | 1:0.0 2:0.910101123594 3:0.0 4:0.00417967483836 11:0.0 13:0.0 14:0.017353348238 21:0 22:1.41209418392 
-1 | 1:0.0 2:0.0 3:0.47401715344 4:0.00251691160976 11:0.0 13:0.0 14:0.017353348238 21:0 22:2.77021766807 
-1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.0 13:0.0 14:0.0178844358296 21:0 22:0.636708905124 
+1 | 1:0.462249261736 2:0.0 3:0.737686071022 4:0.113088783064 11:0.0 13:0.0 14:0.00990099009901 21:0 22:0.663885150031 
-1 | 1:0.12809153651 2:0.907783156769 3:0.0 4:0.00242492449351 11:0.0 13:0.0 14:0.00990099009901 21:0 22:3.12842989133 
-1 | 1:0.0 2:0.0 3:0.751372540122 4:0.00670701607538 11:0.0 13:0.0 14:0.00990099009901 21:0 22:3.7009490841 
-1 | 1:0.206884626588 2:0.0 3:0.0 4:0.00466400532269 11:0.0 13:0.0 14:0.0141764176418 21:0 22:2.37717507996 
+1 | 1:0.0 2:0.932319923425 3:0.0 4:0.00206977028943 11:0.0 13:0.0 14:0.0290313241851 21:0 22:0.318296338931 
-1 | 1:0.0 2:0.0 3:0.51644245908 4:0.00201513468614 11:0.0 13:0.0 14:0.0288228822882 21:0 22:2.20532482304 
-1 | 1:0.0 2:0.0 3:0.588022276894 4:0.00238219670019 11:0.0 13:0.0 14:0.0288228822882 21:0 22:2.15403152865 
-1 | 1:0.0 2:0.0 3:0.975331670815 4:0.00890642956511 11:0.0 13:0.0 14:0.00990099009901 21:0 22:4.86208172975 
-1 | 1:0.297565913033 2:0.0 3:0.0 4:0.0114316820904 11:0.0 13:0.0 14:0.00990099009901 21:0 22:1.00135201871 
+1 | 1:0.254677436747 2:0.0 3:0.0 4:0.00539571263976 11:0.0 13:0.0 14:0.0185054219708 21:0 22:2.62521200528 
-1 | 1:0.0 2:0.923031929135 3:0.0 4:0.00336319231456 11:0.0 13:0.0 14:0.0185054219708 21:0 22:2.30818220848 
+1 | 1:0.0 2:0.0 3:0.773709508194 4:0.00214766545341 11:0.0 13:0.377911255357 14:0.0732673267327 21:0 22:0.771431549058 
-1 | 1:0.339466490416 2:0.0 3:0.0 4:0.00305778770611 11:0.0 13:0.0 14:0.00990099009901 21:0 22:3.76346944108 
+1 | 1:0.459932512379 2:0.0 3:0.0 4:0.042997338656 11:0.0 13:0.0 14:1.0 21:0 22:0.612287580576 
-1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.0 13:0.384110639799 14:0.0112954957468 21:0 22:5.30391448203 
+1 | 1:0.0 2:0.0 3:0.882379188086 4:0.00313247379116 11:0.0 13:0.0 14:0.00990099009901 21:0 22:1.80694969405 
-1 | 1:0.0 2:0.874999822846 3:0.893229755254 4:0.00645564412179 11:0.0 13:0.0 14:0.00990099009901 21:0 22:0.876780928604 
-1 | 1:0.127570825035 2:0.0 3:0.0 4:0.00212621693764 11:0.0 13:0.0 14:0.00990099009901 21:0 22:3.74887064166 
-1 | 1:0.0 2:0.0 3:0.861496691836 4:0.00209519798324 11:0.0 13:0.0 14:0.036903690369 21:0 22:1.01619852683 
-1 | 1:0.0 2:0.0 3:0.405975612321 4:0.0023024892877 11:0.0 13:0.0 14:0.0117288651942 21:0 22:2.56954697261 
-1 | 1:0.0345510055428 2:0.0 3:0.0 4:0.00279910077056 11:0.0 13:0.0 14:0.0117288651942 21:0 22:0.304003151298 
+1 | 1:0.0 2:1.0 3:0.0 4:0.334664005323 11:0.0 13:0.0 14:0.339933993399 21:1 22:3.35800433298 
-1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.987492253142 13:0.0 14:0.0131366077784 21:0 22:8.82746995572 
+1 | 1:0.227025227997 2:0.857142857143 3:0.0 4:0.0124471379173 11:0.443848307466 13:0.634794247813 14:0.356095679012 21:0 22:3.59135205446 
-1 | 1:0.0 2:0.934063000424 3:0.0 4:0.00623263277367 11:0.0 13:0.0 14:0.00990099009901 21:0 22:5.14470050025 
-1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.0 13:0.388933534878 14:0.0251191785845 21:0 22:2.96713802429 
-1 | 1:0.0 2:0.0 3:0.826484714557 4:0.00210948818873 11:0.0 13:0.0 14:0.00990099009901 21:0 22:1.47621871209 
+1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.0 13:0.0 14:0.0100728822882 21:0 22:3.40452434861 
-1 | 1:0.0 2:0.0 3:0.420824866415 4:0.00201373209864 11:0.0 13:0.0 14:0.00990099009901 21:0 22:1.81918398776 
-1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.0 13:0.502879949721 14:0.0399339933993 21:0 22:6.04358167823 
-1 | 1:0.239754611124 2:0.0 3:0.623967315149 4:0.00297862313101 11:0.0 13:0.0 14:0.0134033811544 21:0 22:3.02153209635 
-1 | 1:0.0 2:0.93845680029 3:0.0 4:0.0251401957989 11:0.0 13:0.0 14:0.0112302896956 21:0 22:6.35373660653 
+1 | 1:0.89754161622 2:1.0 3:0.0 4:0.361776447106 11:0.0 13:0.0 14:0.339933993399 21:1 22:3.35800433298 
-1 | 1:0.331650608272 2:0.0 3:0.0 4:0.00217669567802 11:0.0 13:0.0 14:0.00990099009901 21:0 22:8.34161095468 
+1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.0 13:0.410953750533 14:0.037932364665 21:0 22:2.30195165873 
-1 | 1:0.0774084671169 2:0.0 3:0.0 4:0.0020747196084 11:0.0 13:0.0 14:0.00990099009901 21:0 22:3.17805383035 
-1 | 1:0.0750068485904 2:0.0 3:0.0 4:0.0020165430456 11:0.0 13:0.0 14:0.00990099009901 21:0 22:3.17805383035 
+1 | 1:0.257607311217 2:0.0 3:0.874516322872 4:0.00834280513048 11:0.0 13:0.0 14:0.00990099009901 21:0 22:1.17794974232 
-1 | 1:0.260980104861 2:0.0 3:0.0 4:0.00391465131752 11:0.0 13:0.0 14:0.00990099009901 21:0 22:6.13059305522 
-1 | 1:0.264075143501 2:0.0 3:0.0 4:0.00401884403237 11:0.0 13:0.0 14:0.00990099009901 21:0 22:3.82800796222 
-1 | 1:0.0 2:0.0 3:0.859272446381 4:0.0023024892877 11:0.0 13:0.0 14:0.00990099009901 21:0 22:1.31031148961 
+1 | 1:0.343678005798 2:0.0 3:0.855278418173 4:0.00373373336143 11:0.0 13:0.0 14:0.00990099009901 21:0 22:0.0542428848729 
-1 | 1:0.0 2:0.0 3:0.35511500217 4:0.00260781119753 11:0.0 13:0.0 14:0.00990099009901 21:0 22:1.48620215607 
-1 | 1:0.0 2:0.924235535679 3:0.0 4:0.00473203253357 11:0.0 13:0.0 14:0.0134033811544 21:0 22:2.19722457734 
-1 | 1:0.0 2:0.0 3:0.711402717073 4:0.00249211217519 11:0.0 13:0.0 14:0.0134033811544 21:0 22:0.765539383939 
-1 | 1:0.0 2:0.0 3:0.707143810388 4:0.00233772133477 11:0.0 13:0.0 14:0.0134033811544 21:0 22:0.85474854452 
+1 | 1:0.0 2:1.0 3:0.96058356006 4:0.334836190266 11:0.0 13:0.0 14:0.339933993399 21:1 22:3.35800433298 
-1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.530461867023 13:0.0 14:0.117711771177 21:0 22:10.6503415091 
-1 | 1:0.123079013677 2:0.0 3:0.0 4:0.00813339307779 11:0.0 13:0.0 14:0.00990099009901 21:0 22:5.87965688468 
-1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.0 13:0.0 14:0.106241506504 21:0 22:4.05115151354 
+1 | 1:0.0 2:0.0 3:0.941680133131 4:0.00281215347084 11:0.0 13:0.0 14:0.339933993399 21:0 22:3.06036060296 
-1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.0 13:0.474341649025 14:0.0505225522552 21:0 22:4.05115151354 
-1 | 1:0.160546725826 2:0.0 3:0.0 4:0.00220327233839 11:0.0 13:0.0 14:0.0204895489549 21:0 22:1.69345295564 
-1 | 1:0.0 2:0.0 3:0.779719859458 4:0.00596030161898 11:0.0 13:0.0 14:0.0125530410184 21:0 22:2.66485715242 
-1 | 1:0.0 2:0.0 3:0.795959534163 4:0.00774092839961 11:0.0 13:0.0 14:0.0125530410184 21:0 22:2.05872134885 
+1 | 1:0.0 2:0.0 3:0.92052734932 4:0.00364548680417 11:0.0 13:0.0 14:0.00990099009901 21:0 22:1.58621699693 
-1 | 1:0.0 2:0.87500586371 3:0.0 4:0.0021619271847 11:0.0 13:0.0 14:0.00990099009901 21:0 22:4.07753744391 
+1 | 1:0.0 2:0.910003741115 3:0.0 4:0.00410844976713 11:0.0 13:0.0 14:1.0 21:0 22:0.448658156795 
-1 | 1:0.0 2:0.900206028631 3:0.0 4:0.00250438090954 11:0.0 13:0.0 14:1.0 21:0 22:1.01144351949 
-1 | 1:0.0 2:0.0 3:0.750612436053 4:0.00210049493008 11:0.0 13:0.0 14:0.339933993399 21:0 22:1.72028960959 
-1 | 1:0.0 2:0.0 3:0.756170298583 4:0.00230533085875 11:0.0 13:0.0 14:0.339933993399 21:0 22:0.617164309051 
-1 | 1:0.0 2:0.0 3:0.747142520902 4:0.0020165430456 11:0.0 13:0.0 14:0.339933993399 21:0 22:0.744639032061 
+1 | 1:0.0 2:1.0 3:0.0 4:0.334664005323 11:0.0 13:0.0 14:0.339933993399 21:1 22:3.35800433298 
-1 | 1:0.0 2:0.887125215247 3:0.0 4:0.00218977851856 11:0.0 13:0.0 14:0.00990099009901 21:0 22:8.88385559914 
-1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.0 13:0.585230479886 14:0.0204895489549 21:0 22:8.88385559914 
+1 | 1:0.136698832431 2:0.0 3:0.0 4:0.00203838607286 11:0.0 13:0.0 14:0.339933993399 21:0 22:4.79044133327 
+1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.0 13:0.0 14:0.0143525980505 21:0 22:1.48108705541 
-1 | 1:0.0 2:0.0 3:0.796827498573 4:0.00205061439396 11:0.0 13:0.0 14:0.00990099009901 21:0 22:3.35800433298 
+1 | 1:0.158777265085 2:0.916758765879 3:0.0 4:0.0039767546379 11:0.0 13:0.0 14:1.0 21:0 22:2.76448847654 
+1 | 1:0.391504855707 2:0.0 3:0.0 4:0.0383677090264 11:0.0 13:0.0 14:0.339933993399 21:0 22:5.97588022509 
-1 | 1:0.259116129402 2:0.0 3:0.0 4:0.00395534390537 11:0.0 13:0.0 14:0.339933993399 21:0 22:0.426185300942 
-1 | 1:0.0 2:0.0 3:0.896301909154 4:0.00212056140484 11:0.0 13:0.0 14:0.339933993399 21:0 22:3.35800433298 
-1 | 1:0.246602598633 2:0.0 3:0.0 4:0.00314226619225 11:0.0 13:0.0 14:0.339933993399 21:0 22:2.15138400365 
-1 | 1:0.19218582379 2:0.0 3:0.0 4:0.00276128715388 11:0.0 13:0.0 14:0.00990099009901 21:0 22:4.72628018859 
+1 | 1:0.130187823527 2:1.0 3:0.0 4:0.335506964954 11:0.0 13:0.0 14:0.339933993399 21:1 22:3.35800433298 
-1 | 1:0.0 2:0.923027987056 3:0.0 4:0.00320333116538 11:0.0 13:0.0 14:0.011891665357 21:0 22:3.51304193082 
-1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.0 13:0.0 14:0.0161244695898 21:0 22:8.59444629581 
+1 | 1:0.120445686913 2:0.0 3:0.0 4:0.00254721700152 11:0.0 13:0.0 14:0.00990099009901 21:0 22:0.821498037587 
-1 | 1:0.2913216129 2:0.0 3:0.0 4:0.0291084497671 11:0.0 13:0.0 14:0.00990099009901 21:0 22:1.19852008362 
-1 | 1:0.0 2:0.0 3:0.947990327678 4:0.0132354338941 11:0.0 13:0.0 14:0.00990099009901 21:0 22:1.79175946923 
-1 | 1:0.0 2:0.0 3:0.931152545848 4:0.00476709810619 11:0.0 13:0.0 14:0.00990099009901 21:0 22:3.20385365315 
-1 | 1:0.105028973815 2:0.0 3:0.0 4:0.00209695551426 11:0.0 13:0.0 14:0.00990099009901 21:0 22:1.4361917355 
-1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.529597945917 13:0.0 14:0.0108200693487 21:0 22:9.45100960964 
-1 | 1:0.0 2:0.0 3:0.967181731415 4:0.0128249248629 11:0.0 13:0.0 14:0.00990099009901 21:0 22:5.4256579189 
-1 | 1:0.087996453469 2:0.0 3:0.0 4:0.00212812015522 11:0.0 13:0.0 14:0.00990099009901 21:0 22:5.00835835315 
-1 | 1:0.463716308233 2:0.0 3:0.0 4:0.042997338656 11:0.0 13:0.0 14:0.00990099009901 21:0 22:1.60014641542 
+1 | 1:0.0 2:1.0 3:0.0 4:0.334664005323 11:0.0 13:0.0 14:0.339933993399 21:1 22:3.35800433298 
-1 | 1:0.161933078501 2:0.0 3:0.0 4:0.0020681351162 11:0.0 13:0.0 14:0.00990099009901 21:0 22:4.92157882862 
-1 | 1:0.221553575062 2:0.0 3:0.0 4:0.00516208961388 11:0.0 13:0.0 14:0.00990099009901 21:0 22:8.2888746586 
+1 | 1:0.0 2:0.891125539688 3:0.0 4:0.0158234256125 11:0.0 13:0.0 14:0.0123477865028 21:0 22:1.36557416829 
-1 | 1:0.0 2:0.853670608571 3:0.0 4:0.00204292270161 11:0.0 13:0.0 14:0.0123477865028 21:0 22:1.46088434809 
-1 | 1:0.121933937289 2:0.0 3:0.0 4:0.00208652988807 11:0.0 13:0.0 14:0.0123477865028 21:0 22:2.61078993115 
-1 | 1:0.212856690231 2:0.0 3:0.0 4:0.00571663690164 11:0.0 13:0.0 14:0.0123477865028 21:0 22:3.47578736863 
+1 | 1:0.666397433622 2:1.0 3:0.0 4:0.500665335995 11:0.0 13:0.0 14:0.378300330033 21:1 22:3.35800433298 
-1 | 1:0.0 2:0.0 3:0.756385273061 4:0.00332667997339 11:0.0 13:0.0 14:0.00990099009901 21:0 22:3.02153209635 
-1 | 1:0.0 2:0.0 3:0.738285871166 4:0.00218318690837 11:0.0 13:0.0 14:0.00990099009901 21:0 22:0.0139653651536 
-1 | 1:0.0 2:0.0 3:0.750388888798 4:0.00276128715388 11:0.0 13:0.0 14:0.00990099009901 21:0 22:1.80773356867 
-1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.762126940289 13:0.0 14:0.339933993399 21:0 22:4.61076730147 
-1 | 1:0.0 2:0.0 3:0.857179846421 4:0.0108544815132 11:0.0 13:0.0 14:0.0399339933993 21:0 22:3.35800433298 
-1 | 1:0.0 2:0.90151658793 3:0.0 4:0.00279910077056 11:0.0 13:0.0 14:0.032241685707 21:0 22:6.06605453408 
-1 | 1:0.0 2:0.0 3:0.426950349586 4:0.00326865648548 11:0.0 13:0.0 14:0.0232673267327 21:0 22:0.840307860365 
+1 | 1:0.0 2:1.0 3:0.0 4:0.334664005323 11:0.0 13:0.0 14:0.339933993399 21:1 22:3.35800433298 
-1 | 1:0.0 2:0.909102020204 3:0.0 4:0.00320333116538 11:0.0 13:0.0 14:0.00990099009901 21:0 22:7.22920534388 
-1 | 1:0.0 2:0.0 3:0.845652958801 4:0.00208311743706 11:0.0 13:0.0 14:0.00990099009901 21:0 22:4.80883721523 
-1 | 1:0.0 2:0.915120113884 3:0.0 4:0.0020616661414 11:0.0 13:0.0 14:0.0542197076851 21:0 22:-2.66485715242 
+1 | 1:0.492463941959 2:1.0 3:0.0 4:0.417332002661 11:0.760593254128 13:0.0 14:0.350522552255 21:1 22:3.35800433298 
-1 | 1:0.0 2:0.922164927368 3:0.0 4:0.00270808245767 11:0.0 13:0.0 14:0.00990099009901 21:0 22:10.4034905076 
-1 | 1:0.0 2:0.0 3:0.710425875247 4:0.00410844976713 11:0.0 13:0.0 14:0.00990099009901 21:0 22:8.14409846334 
-1 | 1:0.0 2:0.915972178158 3:0.0 4:0.00228578182699 11:0.0 13:0.0 14:0.010929664395 21:0 22:7.8132233422 
-1 | 1:0.0 2:0.91608358422 3:0.0 4:0.00234384321529 11:0.0 13:0.0 14:0.00990099009901 21:0 22:10.4034905076 
-1 | 1:0.0 2:0.928569258162 3:0.0 4:0.00294097794749 11:0.0 13:0.0 14:0.0241445197151 21:0 22:1.48302817673 
-1 | 1:0.0 2:0.92908996277 3:0.0 4:0.00342710804805 11:0.0 13:0.0 14:0.0241445197151 21:0 22:0.191613053805 
+1 | 1:0.798058249752 2:1.0 3:0.0 4:0.500665335995 11:0.0 13:0.0 14:0.4199669967 21:1 22:3.35800433298 
+1 | 1:0.118996378575 2:0.0 3:0.0 4:0.00203838607286 11:0.0 13:0.0 14:0.0241445197151 21:0 22:0.337992588907 
+1 | 1:0.0 2:0.0 3:0.0 4:0.00199600798403 11:0.00037037034421 13:0.0 14:0.0161244695898 21:0 22:3.07171514506 
-1 | 1:0.136098600906 2:0.0 3:0.0 4:0.0021058657878 11:0.0 13:0.0 14:0.015609669075 21:0 22:2.66485715242 
