Bin	1	5	10	20	30	40	50	60	80	100	200	300	400	500
0	7.25	15.94	15.94	15.94	18.84	18.84	18.84	18.84	18.84	18.84	20.29	30.43	34.78	39.13
1	4.35	13.04	14.49	15.94	15.94	15.94	17.39	18.84	18.84	18.84	20.29	30.43	34.78	34.78
2	8.70	13.04	14.49	17.39	17.39	17.39	17.39	17.39	17.39	18.84	23.19	27.54	28.99	30.43
3	1.45	2.90	7.25	8.70	10.14	10.14	10.14	10.14	10.14	10.14	10.14	15.94	18.84	18.84
4	4.35	5.80	5.80	5.80	5.80	5.80	5.80	5.80	5.80	7.25	13.04	18.84	20.29	21.74
5	0.00	2.90	2.90	4.35	5.80	5.80	7.25	7.25	7.25	8.70	8.70	13.04	15.94	15.94
6	5.80	10.14	10.14	10.14	10.14	10.14	10.14	10.14	10.14	10.14	11.59	15.94	21.74	21.74
7	7.25	10.14	11.59	11.59	13.04	13.04	13.04	13.04	13.04	13.04	15.94	15.94	17.39	17.39
8	5.80	10.14	14.49	15.94	15.94	15.94	17.39	17.39	18.84	18.84	18.84	24.64	27.54	27.54
9	4.35	8.70	10.14	10.14	10.14	11.59	13.04	13.04	13.04	13.04	15.94	23.19	23.19	24.64
